Question Speaker,Question Text,Answer Speaker,Answer Text
Guest (1):,"Guest (1):Well, if you're relaxing, if you need to relax, and you sit and listen to some music, it doesn't say praise God all the time, but in fact is, because it's beautiful.",Prabhupāda,"No, we don't accept anything beautiful without God. Without God, everything is ugly to us. Everything ugly."
Guest (1):,Guest (1):So you have to bless it by offering it to God first.,Prabhupāda,"Yes, that is another thing."
Haṁsadūta:,"Haṁsadūta:Originally, music and art were employed only to glorify the Lord in the scripture and...",Prabhupāda,"InSāma-veda,Sāma-veda."
Revatīnandana:,"Revatīnandana:Yes. And limited and temporary. It's calledcapalasukha,flickering.",Prabhupāda,"Now, even there was no God's picture, one who is God conscious, he can see in the natural scenery presentation, he can see, ""Oh, how God is artistic. How he has manufactured this flower, how he has painted, how He has made this tree."" So that is higher intelligence. That is higher intelligence. Because without God, there can be nothing existing. So one has to learn how to see God in everything. That is another thing. That is higher status. Yes. But in the lower status of God consciousness one is advised that you should not see anything without God. But in the higher status, there is nothing in the world which is without God. But we should not imitate the higher status of life in the lower status of our position. Otherwise, one who has learned about God, he can see God in this flower. Actually, how God's hand has worked out this nice flower. Just like in theBhagavad-gītāGod says,raso 'hamapsukaunteya[Bg.7.8].Just like I am drinking water. In the taste of the water I'll see God. God says,Kṛṣṇasays, ""I am the taste of the water."" And actually, that taste cannot be created by man. The taste in the water, that is God's gift. So as soon as I taste the water, immediately I should remember, ""Oh, here is God."""
Guest (1):,Guest (1):So we believe that the holy spirit empowers artists and composers. And therefore we would say that a symphony was a creation of God.,Prabhupāda,"Yes. Creation... In everything there is hand of God. Therefore one who has learned to see everything in connection with God, he sees God everywhere, every moment. (knock) Yes?Premāñjana-cchurita-bhakti-vilocanenasantaḥsadaivahṛdayeṣuvilokayanti. Premāñjana cchurita[Bs.5.38].When one has developed love of God, he sees God everywhere, always. Because everything is creation of God; so he can find out, ""Here is my Lord. Here is my Lord. Here is my Lord."" That is the highest state of loving God. He cannot see anything without connection of God."
Guest (1):,Guest (1):It's a matter of attitude who created this (indistinct),Prabhupāda,Hm?
Guest (1):,Guest (1):It's a matter of your attitude.,Prabhupāda,"Not attitude. Development of my God consciousness. Attitude may be artificial. But it is actual development of God consciousness. God consciousness is there in everybody. It requires simply to be developed. Just like a child. A child has got love within her, within his heart. But when he is young, it develops. It develops. And the girl, boy, automatically becomes attached because that propensity has developed. It is not an artificial thing. It was already there. It has to be developed. So God consciousness is there in everyone's heart. Otherwise, how these boys are chantingHareKṛṣṇa? UnlessKṛṣṇawas there within. Artificially you cannot force them, chantHareKṛṣṇatwenty-four hours."
Guest (1):,"Guest (1):Do you believe you (indistinct) people, if they hear it? If they hear this?",Prabhupāda,"Yes. As they hear, they became purified, and that dormant consciousness becomes awakened. Yes. Awakened. That chance we are giving. We are chanting and others are hearing. By this process, chanting and hearing, both of us will be benefited, awakening our original God consciousness."
Revatīnandana:,"Revatīnandana:At the stage of awakening, when you're waking up, when you're becoming cured of the diseased condition, you sometimes have to restrict your diet. Later on, when you are healthy, you can take all kinds of foodstuffs in the proper way. But while you're getting over a disease you have to restrict your diet. Therefore we hear things that are directly concerned with Kṛṣṇa's name, form, activities. Later on, then we'll be able to see God in a flower, God in everywhere. Otherwise we'll see the flower however we enjoy a flower because we're not at that healthy stage. So therefore there are regulations that we follow for curing the disease. That means for a little while we restrict the diet. Then when we're healthy...",Prabhupāda,"Just like these flowers. These flowers the devotees are bringing to their spiritual master, to God. They are not enjoying. Ordinary man, if he gets a flower, he'll put it in the pocket. How... You see? That is the difference of God consciousness. The flower is the same, but use is different."
Revatīnandana:,"Revatīnandana:Do you follow the question, Śrīla Prabhupāda? His question is do we concern ourselves with particular problems in the world, there's the war in Vietnam, there's racial discrimination? Do we make statements to condemn this war or to condemn that discrimination?",Prabhupāda,"No. Thing is that there are so many problems. Our proposition is, when you become God conscious, then all problems automatically solved. We don't take the problems. We take the... Just like disease. There are many symptoms. A man is suffering from a particular disease. He has a headache, he has this pain, this pain, that pain."
Guest (1):,Guest (1):They're only symptoms.,Prabhupāda,These are all different symptoms of the society's being materially diseased.
Guest (2):,Guest (2):So the answer is you do not comment on it?,Prabhupāda,"Harāvabhaktasyakuto mahādguṇā[SB5.18.12].If one is Godless, he cannot have any good qualities."
Revatīnandana:,"Revatīnandana:There's a saying, ""charity begins at home."" (end)",Prabhupāda,"Simply we shall sell retail in oursaṅkīrtana.Let them sell to the bookstore. We shall not sell a single copy to the bookstore, or wholesaler. We shall simply sell in oursaṅkīrtanaparty. In this way arrange...[break]"
