Question Speaker,Question Text,Answer Speaker,Answer Text
Tamāla,TamālaKṛṣṇa:It's calledThe Divine Name.It is by one of your Godbrothers.,Prabhupāda,Oh yes.
Tamāla,TamālaKṛṣṇa:Is it all right to read it?,Prabhupāda,"Oh yes. There are some discrepancies, but it is, on the whole, it is nice. Yes. There is...HaridāsaṬhākura'sniryānais stated there? Yes.RāghavaCaitanya. Yes, he was my Godbrother. You have secured that book?"
Tamāla,TamālaKṛṣṇa:Upendradāsahas it.,Prabhupāda,Oh. That's good. That's nice.
Tamāla,TamālaKṛṣṇa:There's a scene about LordCaitanyaembracing the leperVasudeva.,Prabhupāda,Yes.
Tamāla,TamālaKṛṣṇa:Is that a nice scene to perform?,Prabhupāda,"Yes. While He was traveling in South India, in a village that leperVasudeva, he was coming to seeCaitanyafrom a very distant place. And then when he came to see Him,CaitanyaMahāprabhuhad already left. So he was so sorry and crying. SoCaitanyaMahāprabhucame back and embraced him and he was cured. These are some of the miracles."
Tamāla,"TamālaKṛṣṇa:In the introduction to theTeachings of LordCaitanya,up until the age of 31 there is description, but then there is very little description from the age of 31 to Lord Caitanya's disappearance. Maybe you can tell me as much as you can of what happened...",Prabhupāda,"He left His home at the age of 24 years. Then He made His headquarter inJagannāthaPurī. For six years He traveled all over India. That means up to thirty years. And after that He remained inJagannāthaPurīfor 18 years. He was chanting in the evening in theJagannāthatemple, and taking bath. And during this car festival all devotees, especially from Bengal, would go there and live there for four months. And after seeing the Rathayātrā ceremony, they will remain there for four months. Then they will come back. This was going on year after year."
Tamāla,"TamālaKṛṣṇa:Are there any nice stories you can tell me so that I can... See, I need some stories from that part of His life to show in the play how He... Some incidents, memorable, you know, that...",Prabhupāda,"There were not many. The Rathayātrā is very nice. He was chanting with a group of devotees, and while the car festival is going on. And sometimes car used to stop. It still stops. That is the fashion ofJagannātha. And nobody could, even an elephant could not draw it. ThenCaitanyaMahāprabhuwill say, ""All right, come on."" So He would push it with His head and it will go on."
Tamāla,TamālaKṛṣṇa:What did the people say when they saw that?,Prabhupāda,"Then... That was...CaitanyaMahāprabhualready adored, He was. So, there is... Rathayātrā car festival, andGuṇḍicā-mārjana.Guṇḍicā-mārjana.Before theRathayātrāfestival, the system isJagannāthagoes from the temple to another place about two miles away. There is a big temple there also which is calledJagannāthaAunt's(?) house,Mahiṣībadi.So He stays there for eight days. Just like we make program inSanFrancisco to reside on seaside. So that temple was to be washed.CaitanyaMahāprabhuused to do it by His personal supervision. So all the devotees... And He will check how much dust you have recovered, and then you shall be rewarded. Otherwise, it should be understood that you have not labored nicely. (chuckles) So He'll sweep over the whole temple nicely and wash the ceilings and walls and everything so clearly. And He'll see in this way if there is any sand. If there is, ""Oh, it is not washed."" That means He would engage everyone. Then after washing, then call forprasādamand distribute Himself. This is calledGuṇḍicā-mārjana.Actually, whatever He was doing, they were washing, ""HareKṛṣṇaHareKṛṣṇa,"" chanting. That's all."
Tamāla,TamālaKṛṣṇa:He used to eat a lot of food?,Prabhupāda,"Yes. Not always. But people used to present some foodstuffs. Especially when the devotees would come from Bengal side, somebody is bringing something, somebody is... WhateverCaitanyaMahāprabhulikes. And they will prepare the whole year nice foodstuffs. That is, what is called, preserved food. You can keep it for days together. So His personal assistant wasGovinda, and everyone will, I mean to say, offerGovinda, ""Please offer this food toPrabhu."" AndGovindawill keep. And everyone is anxious whether his goods are taken. So he was inquiringGovinda, ""HasMahāprabhuhas taken my food?"" What can he say? ""Yes, yes, yes, yes."" But it is stacked in the store. So one dayCaitanyaMahāprabhuHe said that... He was Godbrother also,CaitanyaMahāprabhu. He could talk with Him freely. He was not disciple. So ""GuruMahārājasent me to serve You, and now the result is that for You I have to speak only lies."" ""What is that? You are speaking lies for Me?"" ""Yes. Why not? What can I do?"" ""Now, what is the matter?"" ""Now, Your devotees give me so many things for eating and just lying stacked. And they inquire and I say 'Yes, yes. He has taken.' So this is my business, telling lie."" So thenCaitanyaMahāprabhusaid, ""All right. Bring something. I shall eat."" So he brought one bag and He ate everything. ""Bring next."" In this way the whole stack, about 100 men's foodstuff, He ate. Then He asked him, ""Bring more."" ""Now the bags are lying only. If You want to eat, (chuckling) You can eat."" ""All right. Stop."" So in half an hour, one hour, He ate all the 100 men's stock. You see. This is also another miracle. He finished the whole stock to save him from speaking lies."
Tamāla,"TamālaKṛṣṇa:These are the kind of things that will be very nice to present. Those are the things that I would like to do, because people will...",Prabhupāda,"Another incident duringPurī...RāmānandaRāya, he was a great devotee. So his younger brother, he was engaged in government service,MahārājaPratāparudra's service. But he was akarmiand a rich man. So he misappropriated some money for sense gratification from the treasury. So this was... And he had some, what is called, competition, or rivalry, between the king's son and himself. The king's son did not like him, so he was trying to put him in some difficulty. This man... His name is... He'sRāmānandaRāya's brother. His name is there. I can find out. So he found out some fault with him and informed his father that ""Your such and such person has doing like this. He has misappropriated the money. I paid him so much money for purchasing horse, and he has purchased horse less price. He was charged so much."" ""Oh,"" the king said, ""Oh, how is that? He cannot do that. Realize that money."" So he got some clue. So he said that ""You must pay. This is not the right price. The state cannot accept at high price this kind of horses."" So he said, ""All right. I shall sell somewhere and repay the price."" Then there was some argument. He said, ""Why you have charged so much for this horse? This is not a very good horse."" He said, ""Yes, it is good horse. My horse does not look like this."" That man, that king's son was looking like this. So he criticized him, so he became more angry. Because you know, everyone, that a horse who looks down like this, that is bad(?) horse. Or looking like this, he's not first-class horse. Do you know that? (laughter) Horse, like this,kat,kat,kat,kat, that is first-class horse. And if horse goes like this, that is not good horse. So he criticized him, and he became angry, and he complained to his father that he's not paying. Rather, he's criticizing me. And he said, ""All right. Press him. He'll pay."" So the... In those days the highest punishment wascangeutthanā.Cangeutthanāmeans a platform is made very high and swords are put in the, this way. And one man is thrown on the swords. That is calledcangeutthanā.So the arrangement was to punish him like that. So when the arrangement was made, everyone became frightened that ""This man will be killed."" So they presented the fact toCaitanyaMahāprabhuthat ""He is Your devotee. He has served so much. Now he is in danger. If You kindly send some note to the king, he is also great admirer, then he may save his life.""CaitanyaMahāprabhurefused, ""Oh, he has misappropriated state's money, and you want Me to approach a pound-shilling man, king."" He was not seeing even the king. ""Oh, this is not possible for him. Let him be punished. He has taken money from the state. I don't wish to interfere."" Then nobody could request him anything. So some way or other, the news approached the king, and the king was astonished, ""Oh, why this arrangement was made for killing him? I never ordered. Stop him."" Then he sent his special messenger, that, ""Stop this and call him. What is the matter?"" Then he said everything, that, ""Your son, I could not pay his money. He wanted money, and he made this arrangement."" So, ""Why did you take money in this way? Do you think your salary is not sufficient to provide you? All right. Don't do this. All right, I excuse. And I increase your salary double. Don't do this again."" So was he saved in his life, his salary was increased. And he was going to be killed. AlthoughCaitanyaMahāprabhunever desired, but these things happened. So?"
Tamāla,"TamālaKṛṣṇa:If you can just tell me what you, the best way to have a nice scene ofJagāiandMādhāi.",Prabhupāda,"The first scene should be thatNityānandaPrabhuandHaridāsaṬhākura. They were ordered byCaitanyaMahāprabhuto go every day to, from one neighborhood to another and preach. So one day when they came out they saw at a distant place a crowd. So you have to make scene that a crowded place and these two brothers,JagāiandMādhāi, they have pickpocketed somebody and... Because they were debauches, so there was some howling and crowds. Yes. SoNityānandaPrabhuinquired, and people said that ""These two brothers, they're born of a very respectable family, but they have now become debauches."" SoNityānandaPrabhu, ""Oh, they are so fallen? So best thing is to convert them first. Then Lord Caitanya's name will be glorious that He has delivered such rascals."" So He went there to save. Then he said, ""Who are you?"" As soon as they came in,HareKṛṣṇaHareKṛṣṇa, chanting, and these brothers said, ""Oh, who are you?"" ""Oh, we areNityānanda, and he isHaridāsa. We are preaching. You also join with us."" So, ""Oh get out!HareKṛṣṇa, your damnHareKṛṣṇa. Get out!"" (chuckles) SoHaridāsaṬhākura was old man, and he was afraid. ButNityānandawas young man so He fled away.HaridāsaṬhākura could not go so swift. He said, ""My dearNityānanda, I think today my life is at risk."" So anyway, then after they were going away, the crowd dispersed and the brothers were talking. So one brother was talking to the other, ""Jagāi, I think that these people very nicely sing. Don't you hear?"" ""Oh! You are going to be asaṅkīrtanaman?"" ""No, no, no! I am not going to besaṅkīrtanaman. Just I am talking about it."" So this was their beginning appreciation. Then next day, again in the same place,Nityānandacame, and He requested, ""My dear brothers, you chantHareKṛṣṇa."" So theMādhāi, noJagāi,Jagāiwas so angry. They were drinking. So here you drink in bottles. They drink in earthen pot. So there was earthen pot. He hurled against His head and there was blood oozing out. So the other brother,Mādhāisaid, ""Oh, what you are doing? What you are doing? He's innocent."" This news was reached toCaitanyaMahāprabhu.CaitanyaMahāprabhuwas very much angry. He came, ""Bring Mycakra.I shall kill these rascals immediately."" He became so angry. ThenNityānandaPrabhuimplored, ""My dear brother, why You are very angry? They are the sample of this age. So if You become angry, then whom we are going to deliver? The whole population is full of likeJagāiandMādhāi. So our preaching is for the most fallen. Why do You remember, why do You forget this? Don't be angry."" Then both the brothers, they fell on the feet ofNityānanda. ""Please forgive us. We have done wrong. You are so nice people. You are chantingHareKṛṣṇaso innocent, and we are so..."" This is the effect of seeing a pure devotee. Heart becomes soft. This is the association, effect of association. So they surrendered. SoCaitanyaMahāprabhusaid, ""Yes, I will accept you. I don't care for your past deeds, but you have to agree that no more this nonsense."" That means before initiation one might have done all nonsense things. That doesn't matter. That is not disqualification. But after initiation one should not. Then his life is changed immediately by thisHareKṛṣṇamovement. This is the instruction ofJagāi-Mādhāi. So there were only twoJagāi-Mādhāis, but you'll meet hundreds ofJagāi-Mādhāis. So... But they can be delivered. There is no question that in their past life they had been sinful. Simply they have to agree that ""No more this nonsense."" Therefore I have kept these restrictions, these four restrictions. Anyone who adopts this life and initiated, and follows these restrictions, then he begins a new life."
Tamāla,TamālaKṛṣṇa:How can we show... We can't throw a pot at someone's head every night we perform this. It's not feasible to throw something at someone's head each time we do this.,Prabhupāda,"You do? No? No, no. You just make a...like this. That's all. AndNityānandamay be smearing his head and found some blood. In this way you can do like that. After all, it is show."
Tamāla,TamālaKṛṣṇa:What we can do is make the two brothers maybe attack one of the visitors who are watching it.,Prabhupāda,"Just like in play they keep some sponge with red color and somebody stabs, ""Oohh!"" and he squeezes. (laughter) In that way you can do it like that. After all, it is play. That's all. This is very important scene,Jagāi-Mādhāiuddhara.Yes. You have to set very nicely."
Tamāla,TamālaKṛṣṇa:Okay. We'll go now.,Prabhupāda,No. You just haveārati?Ārati?
Govinda,Govindadāsī:Yes.,Prabhupāda,"And thatKṛṣṇa-kīrtana.This... Let them hear. (end) September ...Prabhu, you understand English?"
Woman:,Woman:Yes.,Prabhupāda,You stay with your son?
Woman:,Woman:No. I am ...(unclear).,Prabhupāda,"So why don't you stay here and join your son for preachingKṛṣṇaconsciousness? Because your son is so good, you must be good. Because a son cannot be good unless the mother is good. Because son inherits the mother's quality. That is nature. This Hayagrīva's mother wrote me first one letter of congratulations, and she came also to see me in New Vrindaban, his father and mother. Especially his mother is very happy. ThisKṛṣṇaconsciousness movement will produce good father and mother, and therefore they will have good children, and there will be no problem in the world. If everyone isKṛṣṇaconscious. Not everyone, even ten per cent people becomeKṛṣṇaconscious, there will be no problem. Problem is created due to bad children. That is stated in theBhagavad-gītā.Varṇa-saṅkara.So if there are good children, there is no problem. Even in this material world, everything will become happy. The basic principle of Vedic civilization is to create good children. All the rules and regulations, everything is there just to create good children. In the first chapter ofBhagavad-gītāthese things are described very nicely byArjuna. There are many purificatory processes to create a good child. A human being is not meant for creating offspring like cats and dogs. They must produce very good child. That is Vedic civilization. Good child meansKṛṣṇaconscious child. That's all. Yes. So we are trying to turn these children of the Western world, good children. And people should cooperate with us, this movement. We are taking care of the children, especially young boys and girls who are coming, and we are taking care of them very nicely. Sometimes we are getting them married also, to make their life very peaceful and intelligent and spiritually advanced and make a solution of life. So people should come forward to cooperate with this movement. How many children you have got? Two?"
Woman:,Woman:Two boys. And other one.,Prabhupāda,Other. He is eldest?
Woman:,Woman:Yes.,Prabhupāda,Where is that boy?
Woman:,Woman:The other one is in Canada.,Prabhupāda,Canada? In Vancouver? No.
Devotee:,Devotee:No. In Calgary.,Prabhupāda,[break] ...making solution.Hayagrīva? You are biased.
Hayagrīva,Yes. (laughter),Prabhupāda,"You suggest that ""Here is another solution. Why we should take toKṛṣṇaconsciousness?"" No. There is no other. You have got any suggestion, any other method? No. Then why don't you take to it and preach? What is the difficulty? You don't like? [break] ...especiallyKṛṣṇaconsciousness. Yes. That is the instruction ofRūpaGosvāmī.Kṛṣṇa-bhakti-rasa-bhāvitā-matiḥkrīyatāṁyadikuto 'pilabhyatetatralaulyamekalaṁmūlyamnajanma-koṭisukṛtairlabhyate.Very nice verse. He instructs that ""If you can purchaseKṛṣṇaconsciousness from any market, any store, please immediately buy it."" Then next question is ""Then what is the price? What shall I have to pay for it?"" AndRūpaGosvāmī says, ""Oh, the price is simply eagerness.""Tatralaulyam... ""Yes, I must haveKṛṣṇaconsciousness."" That is the price.Laulyam,that eagerness is not achieved even after many, many births. That is the price. Therefore it requires a little intelligence. ""Oh, such a valuable thing? I can purchase only by eagerness? Why not become eager immediately?"" That is intelligence. You are German or Australian or... (end)  Would you like to record or not?"
George Harrison:,George Harrison:Don't mind.,Prabhupāda,Give this garland.
George Harrison:,George Harrison:Thank you.HareKṛṣṇa.,Prabhupāda,This Kṛṣṇa's blessings.
George Harrison:,George Harrison:HareKṛṣṇa.,Prabhupāda,"Yes. There is a verse inBhagavad-gītā,"
