Question Speaker,Question Text,Answer Speaker,Answer Text
Guest:,"Guest:When I read other book, I read it one times, even not one time. But these books, I must read twenty times, and more even. It is, sometimes, it is, if I never read this book, it is so astonishing...",Prabhupāda,Get new light.
Haṁsadūta:,"Haṁsadūta:He wants to know if Christian, Christian teachings also bring the same consciousness,Kṛṣṇaconsciousness?",Prabhupāda,Yes. One has to become...
Guest:,Guest:(German),Prabhupāda,...purified.
Haṁsadūta:,"Haṁsadūta:No, no, no. He says that in the Bible it says one should not make an image of God.",Prabhupāda,Eh?
Guest:,"Guest:Neither a picture of Him nor a likeness, likeness",Prabhupāda,So why they have got image of Christ?
Haṁsadūta:,Haṁsadūta:(German conversation),Prabhupāda,"Why, why they keep Lord Jesus Christ's picture?"
Haṁsadūta:,Haṁsadūta:(German conversation),Prabhupāda,"No, what is the philosophy. I am asking. What is the philosophy of keeping...?"
Guest:,Guest:(laughs),Prabhupāda,Then why do you object of Kṛṣṇa's form.
Haṁsadūta:,"Haṁsadūta:Oh, the Deities. He cannot understand the Deities, that we are worshiping the Deity.",Prabhupāda,"Deity, that is image ofKṛṣṇa."
Haṁsadūta:,Haṁsadūta:That is (German conversation),Prabhupāda,It is the same principle. Why they should object having Kṛṣṇa's form.
Haṁsadūta:,"Haṁsadūta:He says, it looks to him, it appears to him like a doll.",Prabhupāda,Doll?
Haṁsadūta:,"Haṁsadūta:He says the Deities always have such big eyes. The Deities, have, They are always looking with such big eyes. He cannot understand.",Prabhupāda,Big eyes? Big eyes is very fearful to him?
Haṁsadūta:,Haṁsadūta:(German conversation),Prabhupāda,These are different mentalities. It is not very scientific.
Haṁsadūta:,Haṁsadūta:Shall I explain to him about Deity worship?,Prabhupāda,Yes.
Guest:,Guest:Maharishi MaheshYogiandMaharsi...,Prabhupāda,(To Śrutakīrti) Don't make this coming and going always. There is no other way for going down?
Śrutakīrti:,"Śrutakīrti:No, we just had to find something. We... There was something in your bathroom we needed. This thing here... But we, we won't be using this at all.",Prabhupāda,Yes.
Guest:,Guest:(German),Prabhupāda,The spiritual master is the representative of God.
Haṁsadūta:,Haṁsadūta:(translates),Prabhupāda,"So if he speaks what God speaks, then he's spiritual master, otherwise, he's a bogus."
Guest:,Guest:(German),Prabhupāda,So MaheshYogidoes not speak of God. Therefore he's bogus.
Haṁsadūta:,"Haṁsadūta:He wants to know if you, if you think that you will be able to complete all the volumes ofŚrīmad-Bhāgavatamwhich you have projected.",Prabhupāda,Why not?
Haṁsadūta:,"Haṁsadūta:He says, if you have anything, you can instruct him. Otherwise...",Prabhupāda,I will instruct you to chantHareKṛṣṇamantra.
Haṁsadūta:,Haṁsadūta:How often? He wants...?,Prabhupāda,Twenty-four hours.
Haṁsadūta:,Haṁsadūta:(German conversation),Prabhupāda,"HareKṛṣṇaHareKṛṣṇaKṛṣṇaKṛṣṇaHareHare,HareRāmaHare... Then everything will be revealed to you."
Guest:,Guest:Yaḥ. Good.,Prabhupāda,Thank you very much.
Guest:,Guest:Thank you.,Prabhupāda,HareRāma...HareKṛṣṇa. (end) ...there are many groups like that in America.
Devotee:,Devotee:Yes.,Prabhupāda,Like imitating Beatle groups.
Devotee:,Devotee:Allen Ginsberg.,Prabhupāda,Allen Ginsberg. Allen Ginsberg has no more popularity.
Devotee:,"Devotee:No, not much.",Prabhupāda,"He's roaming like vagabond. He came, London, to see me. That... He came, also. What is that? Bob...?"
Yogeśvara,Bob Dylan?,Prabhupāda,Yes.
Yogeśvara,"You mean in London, in London.",Prabhupāda,No. He came to Los Angeles.
Devotee:,Devotee:And He came to see Śrīla Prabhupāda?,Prabhupāda,"No, he came to our temple in Los Angeles and paid three hundred dollars to the Deity."
Devotee:,"Devotee:Oh, that's nice.",Prabhupāda,Some jewels.
Yogeśvara,"That's nice. He's the most popular young poet in the United States, Bob Dylan. All the young people have his records.",Prabhupāda,Yes.
Bhagavān,"Tonight there's a meeting scheduled at six-thirty here. There's a big professor of philosophy, it's called the Sorbonne. Have you ever heard of this school? The Sorbonne? It's the big French University. So he called, he requested if you would see him tonight. So we set appointment for six-thirty.",Prabhupāda,"So ŚivānandaPrabhu, you are doing well? Your wife came to see me. [break]"
Yogeśvara,"Mr. Rougemont is a journalist from Combat magazine, newspaper. Combat is the newspaper of the socialists of France. Political newspaper, and Mr. Rougemont had some questions about the political and government programs of the Society.",Prabhupāda,Very nice.
Reporter:,Reporter:You accept to answer my questions?,Prabhupāda,Yes.
Reporter:,"Reporter:Oui.I've heard that... It's a mistake. And your movement, your consciousness ofKṛṣṇa, engloves, takes all the direction of economics and political possibility.",Prabhupāda,"Yes, yes."
Reporter:,"Reporter:Can you speak, explain me about that?",Prabhupāda,Yes. Our aim is realization of God.
Yogeśvara,(from this pointYogeśvaratranslates some of the dialogue),Prabhupāda,"And to get help for this realization we are concerned with everything. Naturally, politics, economics, science, art, philosophy, everything is included. And that is the perfection of all other subject matter. Everything has got an objective. So any of these departmental knowledge, namely politics, economics, art, science, philosophy, religion, art, science, philosophy, religion, everything should be aimed to achieve this end, God realization."
Reporter:,"Reporter:But, thank you. But, uh, so, in this way, you have to, in all of the science, you mean, economic, politic, etc., you have to take position, sometimes perhaps. For instance, for going to the knowing ofKṛṣṇain politics perhaps you will choose one system or the other. And in science, in philosophy, etc. Do you... But this, those choose have never been explained to the people, you know.",Prabhupāda,"Yes, it should be."
Reporter:,Reporter:It should be. Have you...?,Prabhupāda,"Yes, we, we, we have explained it in our book,ŚrīmadBhāgavatam,wherever possibility. Find out that verse:kāmam,kāmaṁvavarṣaparjanyaḥ[SB1.10.4].Find out this verse."
Śrutakīrti:,Śrutakīrti:It's in First Canto?,Prabhupāda,Yes.Kāmaṁvavarṣaparjanyaḥ[SB1.10.4].You can...
Śrutakīrti:,Śrutakīrti:Kāmaṁvavarṣaparjanyaḥ?,Prabhupāda,Oh.
Śrutakīrti:,Śrutakīrti:,Prabhupāda,"Now here is economics, politics and everything. So byKṛṣṇaconsciousness movement we want to see that everyone is getting nicely the necessities of life. That is economic. Is it not?"
Reporter:,"Reporter:It is economic in a very, in a very...",Prabhupāda,"Brotherhood. Actually, we develop economics for getting the necessities of life. Is it not? That is economics."
Reporter:,"Reporter:Yeah. But the point is that these necessities of life is a frontier, you know, (indistinct) which is always farther, and farther and farther, always more pushed, pushed away, pushed away by new things. So...",Prabhupāda,"No, no. That is artificial. That is artificial. We are not concerned with artificial things. Just like you require to eat. Now artificially you can increase so many things for eating purposes. But you must eat. That is the economic question. It is not that you should starve. It is not our proposal that you becomeKṛṣṇaconscious by starving. No. You must have sufficient necessities of life."
Reporter:,"Reporter:All right. So... The purpose for economic plan of all the planet, for the world would be everybody can eat, and I suppose just, just eating and some clothes and some roof to be, if you are in a cold country...",Prabhupāda,"Yes. Eating, sleeping... Sleeping requires roof, apartment. So it includes your housing, your eating, your sex urge, and your defence. Everything should be nicely... So arrangement should be made that people are not harassed for these necessities of life."
Reporter:,Reporter:And all the rest is superfluous. Is too much.,Prabhupāda,Eh?
Reporter:,"Reporter:All the rest is superficial, is superficial.",Prabhupāda,What is superficial?
Yogeśvara,Anything beyond these four basics is...,Prabhupāda,"That is necessities of life. Because you have got this body, so you must supply the necessities of the body. That we supply. Not only that. We want to keep men in so peaceful condition that he's not disturbed by mental anxieties, bodily disease, natural disturbances and fighting or quarreling with other living entities. So when he's perfectly in peaceful condition of life, he can save time for advancement in spiritual consciousness."
Reporter:,"Reporter:Sure, so...",Prabhupāda,"But aim is that his life, everyone's life is meant for spiritual realization. So to, in order to achieve this end of life he must be kept in peaceful condition of life."
Yogeśvara,"He asks: ""In order to achieve these goals is it our intention to do like the Christians and make everyone convert toKṛṣṇaconsciousness?""",Prabhupāda,Eh?
Yogeśvara,"In order to achieve our goals, do we intend doing like the Christians tried to do, making everyone convert to their side. Is that what we want to do, make everyone convert toKṛṣṇa?",Prabhupāda,"Yes. Why not? IfKṛṣṇaconsciousness is good, why everyone should not take to it?"
Yogeśvara,"Ah. This is an important question. He says seeing the world as it is today, what is the most preferable social organization from theKṛṣṇaconscious point of view?",Prabhupāda,Yes.
Yogeśvara,How should society be organized in order to achieve these goals?,Prabhupāda,"Yes. You organize that there should be division of different classes of men. The first class men, the second class men, the third class men, fourth class men. The first-class men means the most intelligent class of men. Second-class men means those who are dealing in politics. Third-class men means those who are dealing in economics, industry, trade. And fourth-class men means they have no intelligence to take up all these things, but they work only. But all of them should cooperate. For the general benefit of the whole human society. We have got engagement for the first-class men, second-class men, third-class men, fourth-class men. Just like we have got in our body the brain, the arms, the belly, and the legs. But all of them are cooperating for keeping the body fit. Similarly, the first-class, second-class, third-class, fourth-class men should cooperate for achieving the end,Kṛṣṇaconsciousness."
Bhagavān,It's not that one class is feeling exploited by another class.,Prabhupāda,"No. No. Helping. Just like when there is some pain in my leg. My brain is working how to cure it. It is helping. It is not exploiting. Similarly, my brain wants to go somewhere to see something. My leg is helping to carry me there. Just like you wanted to see me. Your brain said that: ""I must see this man."" Your leg carried you. This is cooperation. You have got some capacity. You do it for the benefit of the society so that he may becomeKṛṣṇaconscious. This, this plan is perfect socialism. Socialism, socialism means everyone is working for elevation of everyone toKṛṣṇaconsciousness. Because that is the highest perfection of life."
Reporter:,"Reporter:No, I think it's all right. You have a speech tomorrow? You will have a speech tomorrow?",Prabhupāda,Where?
Bhagavān,Here. In the afternoon you are scheduled to...,Prabhupāda,Yes. What is the subject matter? Any (indistinct).
Bhagavān,As you like.,Prabhupāda,"Yes. So it is the most refined socialism.Kṛṣṇaconsciousness movement... Our socialism means centering aroundKṛṣṇa. Just like Russian socialism is around the ideas of Marx or Lenin. So we have got also similar leader. As the communist has got the leader, Marx or Lenin, similarly we have also got the leader,Kṛṣṇa."
Bhagavān,"There is, there is kind of socialist or communist philosophy that says that everyone must be able to do the same work in order to be equal.",Prabhupāda,"That is not possible. That is rascaldom. We have divided already four classes of men. Even in Russia... Even in Russia, I have seen, they have created two classes, the worker class, the manager class. I have seen it. Yes. So you cannot say that everyone will do the same work. That is not possible. I have given already the example, the brain, the arms, the abdomen and the leg. The leg cannot do the work of brain. Leg can cooperate with the brain, but cannot do the work of brain. This is natural position."
Yogeśvara,He asks: In our society do these four divisions also exist?,Prabhupāda,Yes. Yes.
Yogeśvara,"In ISKCON, are there these four divisions?",Prabhupāda,"No, we are transcendental to all these material divisions. This is material division."
Yogeśvara,"In that case, in which of these four divisions are we?",Prabhupāda,"First-class. That is the beginning. But we go above the first-class. [break] Similarly, socially also, you must have four divisions. The reason is the material nature is working under three divisions, goodness, passion and ignorance. In our body also, the brain is working under goodness quality. The arm is working under the influence of passion. The belly is working in between passion and ignorance. And the leg is working under ignorance. Leg cannot work unless there is direction by the brain. At the present moment, the society's working under the influence of passion and ignorance. The brain is lacking now. Therefore we are creatingKṛṣṇaconscious men who has got real brain. Intelligent class of men. So other classes of men who are acting under influence of passion and ignorance, they should take direction from us. And for our directing business, we don't charge anything. And if they follow our direction, they have no loss."
Bhagavān,It can be tested.,Prabhupāda,"Yes. Therefore this movement is the most important movement. For giving direction, we don't charge, and by following our direction, they don't lose anything. So why not make an experiment and see the result? The result is already there. Any intelligent man can see. It is not bluff."
Bhagavān,"We are living, sixty, seventy people in this house, cooperatively, like this. That is a very great thing.",Prabhupāda,"And they are living very happily. You can see from their face. Yes. They are known as bright-faced. Yes. Many, I mean, Christian priests, they came to congratulate me: ""Swamiji, how you have made your disciples so jolly and bright-faced?"" The government in America, they are surprised, that even after spending millions of dollars, they could not drive away LSD intoxication. And as soon as a intoxicated person comes to our camp, he not only gives up LSD and liquor, he gives up even smoking, drinking tea and coffee. So why not experiment this movement. The greatest socialist movement. If you want to get the socialistic idea, we can give you. Would you like to take?"
Reporter:,"Reporter:Oh, I don't trust. I could trust. Yeah. But...",Prabhupāda,"Our socialistic idea, you can note down..."
Reporter:,"Reporter:I have nothing to lose but do you think you could manage all society very complex, as our...",Prabhupāda,Yes.
Reporter:,Reporter:It's more than...,Prabhupāda,"We can, we can make the society perfect if they take our advice. Because we are working as the brain."
Reporter:,"Reporter:Just a last question. Just... You were saying, minute before that the socialism, your socialism is thatKṛṣṇais your Marx, sort of.",Prabhupāda,Yes.
Reporter:,"Reporter:Yeah. But... It will be my last question. What about you in that? Would you be, you are a spiritual chief. Would you be...?",Prabhupāda,I am not spiritual chief.Kṛṣṇais spiritual chief.
Reporter:,Reporter:Yeah.,Prabhupāda,"Yes. I am simply explaining whatKṛṣṇasays in theBhagavad-gītā.I am acting on His behalf. I am acting on His behalf. Just likeKṛṣṇasays that there is no more higher authority than Him. I am speaking to my students: ""There is no more higher authority thanKṛṣṇa."" So, in other words, there is no difference between Kṛṣṇa's statement and my statement."
Yogeśvara,You need the strength to change society.,Prabhupāda,Eh?
Yogeśvara,You have to have sufficient strength to change society.,Prabhupāda,"I may not have sufficient strength. I can... If I can convert a dozen of people, that is my success."
Reporter:,"Reporter:I think, I think...",Prabhupāda,"And if you want to know our socialistic idea, I can give you."
Yogeśvara,He never thought that our program was quite so detailed.,Prabhupāda,It is most scientific program.
Bhagavān,We have also economic position.,Prabhupāda,"Everything, I have explained. Now our socialist idea is: God is the father of all living beings. And whatever there is on the surface of the globe, on the sea, on the sky, everything belongs to God. And all the sons of God has equal right to enjoy it. But nobody... (aside:) He is finished? But nobody is allowed to take more than he requires. If one takes more than he requires, he's to be punished. This is our socialist idea. As we think all living entities sons of God, therefore even a lizard in my room should not starve."
Bhagavān,He should not starve is the point.,Prabhupāda,Yes.
Bhagavān,He should not be allowed to go hungry.,Prabhupāda,"Even a snake is there, he should not also starve. He must have food. We do not support such rascal philosophy that you give food to the man, and send the animals to the slaughterhouse. We do not support this rascaldom, our philosophy is: as human being has got the right to take share of God's property and live, similarly all other living entities, they have got right."
Yogeśvara,Do we have a viewpoint on contraception?,Prabhupāda,"That is most sinful activity. Because a child is coming to live at the expense of God's property, and the rascal father is thinking of overpopulation."
Yogeśvara,"But he says but this is a fact, this overpopulation.",Prabhupāda,"That is another wrong impression. Foolish impression. The whole world has got sufficient place to produce food for ten times the population as it is now. The Americans, they throw grains in the water. So if they send the excess grain to the place where grain is not sufficient, then it is God conscious-ness. If the so-called overpopulation is spread all over the world, there is sufficient place in Africa, Australia, America. The overpopulation can grow their food in these vast uncultivated land."
Yogeśvara,He says that only resolves the problem for a few years.,Prabhupāda,That is nonsense. We don't believe it. That is not...
Yogeśvara,Why. Why is it that this program...?,Prabhupāda,Why do they think that it is for few years?
Yogeśvara,He's thinking that the Earth is not capable of providing enough...,Prabhupāda,"What does he know about Earth? His knowledge is not sufficient. He, he's speaking like a woman who saw in the marketplace in the morning thousands of people have gathered, and she began to cry: ""Where I shall give place to these men?"" So her son came: ""My dear mother, don't cry. You come in the evening. We shall find some solution."" So when she came in the evening, there was nobody."
Yogeśvara,You can translate that story? (French) (to Prabhupāda:) She went there to buy her foodstuffs?,Prabhupāda,"Yes, yes."
Yogeśvara,(French),Prabhupāda,"So you are thinking in that way. ""How I shall provide this population?"" That is the old woman's crying. Without sufficient knowledge. We do not believe in this, all rascaldom. We believe in God. If God can create... just like animals. They do not cry. They're increasing. The hogs and dogs, even lower animals... This is demonic economy. A man is holding thousands of acres of land and he's thinking of overpopulation. Why not he distributes the thousands of acres of land to the people? They would produce their own food. That is the, that is the defect of so-called socialism. But here we give a right type of socialism."
Yogeśvara,He thinks he has a fairly clear idea of what our program is now.,Prabhupāda,Yes.
Reporter:,Reporter:Thank you very much for this (indistinct).,Prabhupāda,Thank you.
Bhagavān,"Śrīla Prabhupāda, this is Dr. Inger.",Prabhupāda,Yes. Come. Come on.
Yogeśvara,Give him someprasādambefore he leaves.,Prabhupāda,Yes. Take littleprasādam.
Dr. Inger:,"Dr. Inger:I was hoping, many years since I went to London to theHareKrishna center there...,",Prabhupāda,"Oh, you have been in our temple?"
Dr. Inger:,"Dr. Inger:Many times, yes. And I had followed the booklets that came,Back to Godhead,also read. I didn't get, I didn't have a copy of theBhāgavatam,but I read your translations...",Prabhupāda,You are Indian?
Dr. Inger:,"Dr. Inger:Yes, I'm an Indian. I have been working a long time in Paris. I am a resident more or less in Paris. I work for UNESCO, and I'm a writer. I go backwards and forwards a lot to India. But my headquarters have been here for a long time. So I'm associated...",Prabhupāda,How long you are here?
Dr. Inger:,"Dr. Inger:In France, I've been twenty-five years.",Prabhupāda,"Oh, I see. And wherefrom you came?"
Dr. Inger:,Dr. Inger:Punjab.,Prabhupāda,Punjab.
Dr. Inger:,Dr. Inger:Before it was divided into two.,Prabhupāda,"Oh, yes, yes."
Dr. Inger:,Dr. Inger:Before the...,Prabhupāda,Which district.
Dr. Inger:,Dr. Inger:Yes.,Prabhupāda,Which district?
Dr. Inger:,Dr. Inger:Lahore.,Prabhupāda,Lahore.
Dr. Inger:,Dr. Inger:Lahore.,Prabhupāda,Lahore City proper.
Dr. Inger:,"Dr. Inger:Yes. I taught there. And then, of course, it was divided, and, before that, I came here and joined.",Prabhupāda,I went to Lahore sometimes.
Dr. Inger:,Dr. Inger:I see.,Prabhupāda,"In 1925. There, in Lahore, there is, there were many Bengalis."
Dr. Inger:,Dr. Inger:Oh yes. Yes.,Prabhupāda,"So one Bengali gentleman, he was Mr.Mitha, they were physician. So I became his guest. They were very well-to-do men. They were living therefore two, three generations. Mithi family."
Dr. Inger:,Dr. Inger:I see. There was also some man called Birmitha. Was he the same? Bir...,Prabhupāda,"I, I..."
Dr. Inger:,Dr. Inger:Perhaps...,Prabhupāda,I forget the name.
Dr. Inger:,"Dr. Inger:Yes, there were quite a number of Bengalis there.",Prabhupāda,"Yes, yes, yes."
Dr. Inger:,Dr. Inger:Long time ago.,Prabhupāda,"Long time ago. I went there in 1925. I was going to Kashmir. On my way I stopped in Lahore, Amritsar, and some other places."
Dr. Inger:,"Dr. Inger:Yes, and yes, and then, you came first to Europe about six years ago?",Prabhupāda,Yes. Yes.
Dr. Inger:,"Dr. Inger:Yes, yes. Of course. And...",Prabhupāda,You have seen all our books?
Dr. Inger:,"Dr. Inger:No, no. I have only seen a few in London.",Prabhupāda,Why don't you show our books. Show him?
Dr. Inger:,Dr. Inger:I haven't seen the new ones. I have seen the...,Prabhupāda,Bring all the books.
Devotee:,Devotee:ŚrīmadBhāgavatam?[break],Prabhupāda,These books have been produced within six years.
Dr. Inger:,Dr. Inger:Really!,Prabhupāda,Yes.
Dr. Inger:,"Dr. Inger:Fantastic. I do not know how. So much work, incredible!",Prabhupāda,"I work at night, writing books. My work is going on. At night, I write. [break] In the UNESCO, to understand God or spiritual life, they do not think it a necessary?"
Dr. Inger:,"Dr. Inger:Well, that's a very, very important question. I think that the real trouble is that all of them are bureaucrats, sitting in offices, creating more jobs for other officers. I was one of the earliest members. I came when Dr. Radhakrishnan was the, was our president. And... At the very early stage. In those days, there was that feeling, that some importance should be given, but because it became a governmental organization, because every religion thinks that they should have a part to play in it, what they did was, they brought out, in ten volumes, a scientific and cultural history of mankind. But it has, it's only incidentally philosophy, only incidentally religion. The only religious books that have come out are those that have been translated. Old books like the second book to the East, for instance. Max Muller's books. And they have been reprinted. And occasionally a few translations have been done from Tulasidāsa or some other philosophers, rewritten, like Śaṅkara later on. But, but all of those have been done because somebody else has commissioned them. But otherwise, there isn't... Except they have had some meetings in various placed. But at none of these meetings do they really discuss the problem that of the, well occasional people, occasional philosophers, they never really discuss that. I think because the word, religion, I think probably is the stumbling block...",Prabhupāda,"No, apart from religion. Religion may be sentiment or some emotion. That is another thing."
Dr. Inger:,Dr. Inger:Yes.,Prabhupāda,"But we can ask what is this cosmic manifestation, what is the purpose of this, who created, how it is created. Are they not scientific?"
Dr. Inger:,"Dr. Inger:Yes. Now this is another problem. Everything of a philosophical kind, they call it science, human sciences, natural sciences, moral sciences. They think that is a fault(?) to satisfy scientific spirit. I think from that point of view, they allow big conferences to be held where a particular theme is taken, different people come. So the organization encourages, stimulates activities proposed, submitted and finally passed in resolutions by different commissions and different countries. And then it's held. And at that particular time, some people come and speak. So they have had... But they haven't... Mostly these meetings have been held and... Very few have been held here, except when they celebrated the tintinary(?) of Aurobindo, last year. Or when they celebrated the centenary of, another centenary of Ramakrishna. Like that. But not always.",Prabhupāda,NotKṛṣṇa.
Dr. Inger:,"Dr. Inger:They haven't. Not so far. Because from their point of view they have to prove the dates, historical dates, how many centuries, and so forth.",Prabhupāda,It is there in theśāstras.
Dr. Inger:,"Dr. Inger:I know. But so... If one can put it that way, then somebody has to submit that we are going to celebrate the three thousand anniversary, or four thousand anniversary, and... But no such step has been taken. But such an idea can be proposed.",Prabhupāda,"No, suppose the United Nations is the organization of the whole human society, so if I ask the United Nations, as an organization that: ""What is the purpose of this cosmic manifestation?"" That is a fact. There is a cosmic manifestation. The scientists, they are also trying to understand. So there are so many scientists, philosophers, what is their answer? Suppose I am inquisitive to know something. So where shall I inquire? A sectarian question."
Dr. Inger:,"Dr. Inger:No, no, no. It won't be.",Prabhupāda,"It is... Why it should be presented toPārtha-sārathi.Even American representative or English representative or French representative, any representative can do..."
Dr. Inger:,"Dr. Inger:Because being a governmental organization, the only kind of reply one would get from such a question would be a very polite and courteous one, but it wouldn't have... No action would be taken. Action can only be taken, if it is governmentally presented. That is the only problem. There are many ideas which come forward, boundless ones, but the people need to present them officially. And... [break]",Prabhupāda,...your position there?
Dr. Inger:,"Dr. Inger:Well, now I am a consultant. I used to be a regular member of the staff for a long time. Now I do certain projects for them, and I'm a visiting professor, and I'm a writer, visiting professor at different universities. So I'm connected with, with UNESCO in a way that I can not be now a permanent member of the staff which I was... [break]",Prabhupāda,"...purpose is not to propose only. Because I wish that there are so many scient..., scientific men, philosophers and thoughtful men... Suppose even if I ask you, what is your answer, that what is the purpose...? The cosmic manifestation is there, the universe is there, and there are innumerable planets within this universe, and they are very organizely kept. Everything is nicely going on. The sun is rising in due time. The moon is rising in due time. The seasons, seasons are changing. There is nice organization. So is it not a bona fide inquiry to, ""What is the purpose of this organization?"""
Dr. Inger:,"Dr. Inger:Well, the purpose is to understand oneself in relation to the cosmos.",Prabhupāda,Yes.
Dr. Inger:,Dr. Inger:And therefore everything else is valueless if it has no relation to the total.,Prabhupāda,"No, relation is already there because, as the sun is part of this cosmos, I'm also one of the parts. So why the sun is made and why I am also made? What is this purpose? That is my question."
Dr. Inger:,Dr. Inger:There's a discovery of...,Prabhupāda,Yes. The relation is already there.
Dr. Inger:,Dr. Inger:The discoveries...,Prabhupāda,"Because I am part of this creation. Now why I am created a man, another is created an elephant, another is createdBrahmā, another is created ant, another is created...? So many. Why this is?"
Dr. Inger:,Dr. Inger:The purpose of life?,Prabhupāda,"Yes. I, I, I, I don't think anyone has thought over this matter."
Dr. Inger:,Dr. Inger:It certainly needs to be...,Prabhupāda,"But there is. There are so many philosophers, scientists... Why do they not try to think of it? What is this purpose?"
Dr. Inger:,"Dr. Inger:Well, some have tried to talk about the purpose of existence that we are little entities of no significance. Some... Because...",Prabhupāda,"No. My question is why you have become a little entity, another has become big entity?"
Dr. Inger:,Dr. Inger:karma.,Prabhupāda,"So. Yes,karma..."
Dr. Inger:,"Dr. Inger:Exactly. What we have gone through. We are the, we are the result of our past actions.",Prabhupāda,Yes. That is a fact. That is a fact. Because we get all this information from Vedic literature.Karmaṇādaivanetreṇa[SB3.31.1].You understand Sanskrit?
Dr. Inger:,Dr. Inger:Little bit.,Prabhupāda,"Yes.Karmaṇādaivanetreṇajantordehaupapattaye.A living entity is getting body by, as a result of hiskarma.And supervised by higher authority. Now when we speak ofkarma,or result ofkarma,there must be somebody who will judge. Just like one has stolen something, and the magistrate is judging thekarma,the criminal activity, and he's putting him either in the prison house or getting him released. ""No, he's not culprit."" So as soon as we speak ofkarma,there must be somebody else to judge. And that judgement is said:daivanetreṇa.Daivameans divine supervision. So what is that divine supervision? Next question immediately comes. As soon as you acceptkarma, and the resultant action, and it is supervised by the divine authority, then next question will be: what is that divine authority? In this way, we have to go forward. So that sort of education is nowhere in the world."
Dr. Inger:,"Dr. Inger:No. Not here, in any case.",Prabhupāda,"No, here, or India, or everywhere."
Dr. Inger:,Dr. Inger:Yes. Nobody is...,Prabhupāda,So that means people have become so dull in spite of so-called education.
Dr. Inger:,Dr. Inger:That is true.,Prabhupāda,"That's, that's my point."
Dr. Inger:,Dr. Inger:Oh yes. Education is merely book knowledge.,Prabhupāda,Mūḍhā.
Dr. Inger:,"Dr. Inger:...of substance given, read, prepared.",Prabhupāda,That's all.
Dr. Inger:,Dr. Inger:They don't go to the basic.,Prabhupāda,Śramaevahikevalam.That is described in theŚrīmad-Bhāgavatamas simply wasting time. That's all.
